Model Path,Model Base,Image File URL,Prompt,Response
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_30/7d85c0d4-e4ce-409a-9a72-f63c56eceee3.jpeg,"<image>
what is written on the image?",<s> The image is watermarked with the text 'SHIRRAKO'.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_30/7d85c0d4-e4ce-409a-9a72-f63c56eceee3.jpeg,"<image>
what is on the left side of the image?","<s> On the left side of the image, there is a wooden table with a small, glowing object on it.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_16/440092e8-312f-4c9c-8289-4132ed3c4461.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game. It shows a first-person view of a character holding a firearm, which looks like a modern assault rifle, with a digital ammo counter indicating 10 rounds in the current magazine and 40 rounds remaining in reserve. The character is standing next to a large tree, and there is a red glowing line on the tree, suggesting it might be an interactive element within the game. There is a prompt in the center of the screen that reads ""You are not hunting for trophies,"" which is likely a part of the game's narrative or a mission directive. The environment is outdoors, with a blurred background that suggests motion or a rapid pace of action. The overall color tone of the image is dark with warm hues, possibly indicating either dawn or dusk, or a setting with low light conditions. The image appears to be a screenshot from a video game. It shows a first-person view of a character holding a firearm, which looks like a modern assault rifle, with a digital ammo counter indicating 10 rounds in the current magazine and 40 rounds remaining in reserve. The character is standing next to a large tree, and there is a red glowing line on the tree, suggesting it might be an interactive element within the game. There is a prompt in the center of the screen that reads ""You are not hunting for trophies,"" which is likely a part of the game's narrative or a mission directive. The environment is outdoors, with a blurred background that suggests motion or a rapid pace of action. The overall color tone of the image is dark with warm hues, possibly indicating either dawn or dusk, or a setting with low light conditions.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_16/440092e8-312f-4c9c-8289-4132ed3c4461.jpeg,"<image>
gimme a 1 line description of the image",<s>  The image shows a first-person view of a soldier holding a gun. The soldier is taking cover behind a tree. There is a red dot in the center of the screen. The soldier is in a forest. There are trees and bushes all around. The image is from a video game.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_16/440092e8-312f-4c9c-8289-4132ed3c4461.jpeg,"<image>
what is written on the image?","<s> The text on the image reads, 'You are not hunting. Get out of here.'</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_16/440092e8-312f-4c9c-8289-4132ed3c4461.jpeg,"<image>
what is on the left side of the image?",<s> The left side of the image shows a large tree trunk with a red line running vertically down it.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_63/ec4c10f9-2926-46f2-b524-bd1f25164f26.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game, depicting a scene with three characters in what looks like a traditional Japanese setting.On the left, there is a character dressed in a white and black kimono with a pattern that resembles a snowflake. This character is facing away from the camera, looking towards the other two characters. They are wearing a straw hat with a red band, and there are arrows with red fletching visible over their shoulder, suggesting they may be an archer or a samurai.In the center, there is another character wearing a blue kimono with a white pattern that seems to be a floral design. This character is also facing away from the camera, looking towards the character on the right. They have a white headband and are wearing a white apron.On the right, there is a third character, a woman, who is facing towards the camera. She is wearing a dark blue kimono with a white pattern that is not clearly visible. She has a white headband and is wearing a red sash around her waist. Her expression is serious, and she is looking towards the character in the white kimono.The setting is a dimly lit room with wooden walls and a thatched roof visible in the background. There are various objects on the shelves, including pottery and other household items, which add to the authenticity of the scene. The lighting is warm and comes from the left side, casting shadows on the right side of the characters and the room.At the bottom of the image, there is a subtitle that reads, ""Everyone stays close to me."" This suggests that the characters are engaged in a conversation, and the woman on the right is likely responding to the character in the white kimono.The image has a watermark in the bottom right corner that reads ""MKIceAndFire,"" which is likely the name of the channel or person who captured this screenshot from the game. The image appears to be a screenshot from a video game, depicting a scene with three characters in what looks like a traditional Japanese setting. On the left, there is a character dressed in a white and black kimono with a pattern that resembles a snowflake. This character is facing away from the camera, looking towards the other two characters. They are wearing a straw hat with a red band"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_63/ec4c10f9-2926-46f2-b524-bd1f25164f26.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image shows a scene from the video game ""Ghost of Tsushima"". In the foreground, there is a man with a sword and a bow and arrow. He is wearing a white and red outfit. In the background, there is a woman standing in a doorway. She is wearing a blue and white outfit. The woman is looking at the man with a concerned expression.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_63/ec4c10f9-2926-46f2-b524-bd1f25164f26.jpeg,"<image>
what is written on the image?",<s> The text on the image reads: 'Everyone stay close to me.'</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_63/ec4c10f9-2926-46f2-b524-bd1f25164f26.jpeg,"<image>
what is on the left side of the image?","<s> On the left side of the image, there is a person wearing a traditional Japanese straw hat and a white robe with red accents. They are holding a bow with arrows.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_66/8c797eaa-8807-4d66-a595-82e893279e82.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game, likely from a third-person perspective action or adventure game. The scene is set in an indoor environment, possibly a gym or a similar facility, with a staircase leading up to a higher level. The graphics suggest a modern or recent game, with detailed textures and realistic lighting.On the left side of the image, there is a male character with his back to the viewer. He is wearing a white shirt and khaki pants, and his hair is short and graying. He is in motion, as indicated by the blurred legs and the position of his arms, which are bent at the elbows. The character seems to be running or moving quickly.On the right side of the image, there is another male character who is facing the viewer. He is wearing a red tank top and dark pants, and he appears to be in a defensive or aggressive stance, with his arms raised as if he is about to engage in combat or is reacting to the first character's movement.In the background, there are various elements that suggest this is a gym or a sports facility. There is a sign that reads ""Gym"" with an arrow pointing upwards, indicating the direction to the gym. There is also a banner with the word ""YMCA"" on it, which is partially obscured by the staircase. The walls are made of concrete blocks, and there are some yellow and purple banners or signs, but the details are not clear.At the bottom of the image, there is a subtitle that reads ""Chase after him!"", which implies that the player is being instructed to pursue the character in the red tank top. The subtitle is in white text with a black outline for readability against the varying background.In the bottom left corner, there is a mini-map or radar, which is a common element in video games for navigation. It shows a simplified layout of the surrounding area, with the player's character indicated by an arrow and various other icons that are likely points of interest or objectives.The image is dynamic and suggests an action-packed moment in the game, with the player likely engaged in a chase or combat scenario. The image appears to be a screenshot from a video game, likely from a third-person perspective action or adventure game. The"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_66/8c797eaa-8807-4d66-a595-82e893279e82.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image shows a man running up a staircase. He is wearing a white shirt and khaki pants. He has a gun in his hand. There is another man standing at the top of the stairs. He is wearing a red shirt and black pants. He is also holding a gun. There is a sign on the wall that says ""Gym"".</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_66/8c797eaa-8807-4d66-a595-82e893279e82.jpeg,"<image>
what is written on the image?",<s> The text 'Chase after him!' is written at the bottom of the image.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_66/8c797eaa-8807-4d66-a595-82e893279e82.jpeg,"<image>
what is on the left side of the image?",<s> The left side of the image shows a staircase with a wooden railing.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_1/5087961d-ec5b-4173-a951-1e11235be333.jpeg,"<image>
describe the image","<s> The image shows a man in a gray suit holding a black pistol with a silencer. He has dark hair, a stern expression, and is pointing the gun forward. The background is blurred, but it appears to be a cityscape with buildings and a foggy sky. The man is standing on a balcony, and there is a subtitle at the bottom of the image that reads, ""Fucker good luck with that.""</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_1/5087961d-ec5b-4173-a951-1e11235be333.jpeg,"<image>
gimme a 1 line description of the image",<s>  The image shows a man holding a gun. He is wearing a suit and tie. He is standing on a rooftop and looking down at the street below. The background is a city skyline. The man has a serious expression on his face. He is pointing the gun at someone off-camera.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_1/5087961d-ec5b-4173-a951-1e11235be333.jpeg,"<image>
what is written on the image?",<s> The text 'Fucker good luck with that.' is written at the bottom of the image.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_1/5087961d-ec5b-4173-a951-1e11235be333.jpeg,"<image>
what is on the left side of the image?",<s> A black pistol is on the left side of the image.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_58/7835b168-63d8-417a-8dfa-51b8435bb886.jpeg,"<image>
describe the image","<s> The image depicts a scene that appears to be from a video game or a CGI-rendered environment. It is an indoor setting with a futuristic or cyberpunk aesthetic. The architecture includes tall, industrial-style pillars and a ceiling with visible beams and ductwork. There are red laser beams crisscrossing the space, creating a dynamic and intense atmosphere.In the foreground, there's a group of characters dressed in various styles of clothing that suggest a diverse range of personalities or roles. Some are wearing casual outfits, while others have more distinctive looks, such as a character in a black jacket and a white shirt, and another in a green jacket and white pants. The characters are standing on a checkered floor with small, glowing orange lights scattered around, which add to the ambiance.In the background, there are more characters, some of whom are seated at tables, while others are standing and conversing. The lighting is dim, with the red laser beams providing the primary light source, casting dramatic shadows and highlights on the characters and the environment.The overall impression is one of a bustling, cybernetic environment, possibly a bar or a club within a larger, futuristic cityscape. The image is rich in detail and has a strong sense of place, suggesting a narrative context that is not explicitly stated in the image itself. The image depicts a scene that appears to be from a video game or a CGI-rendered environment. It is an indoor setting with a futuristic or cyberpunk aesthetic. The architecture includes tall, industrial-style pillars and a ceiling with visible beams and ductwork. There are red laser beams crisscrossing the space, creating a dynamic and intense atmosphere. In the foreground, there's a group of characters dressed in various styles of clothing that suggest a diverse range of personalities or roles. Some are wearing casual outfits, while others have more distinctive looks, such as a character in a black jacket and a white shirt, and another in a green jacket and white pants. The characters are standing on a checkered floor with small, glowing orange lights scattered around, which add to the ambiance. In the background, there"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_58/7835b168-63d8-417a-8dfa-51b8435bb886.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image shows a scene from the video game Cyberpunk 2077. The player is in a dark room with a red light shining on the floor. There are several people standing around, all of whom are wearing different types of clothing. The player is wearing a black jacket and jeans.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_58/7835b168-63d8-417a-8dfa-51b8435bb886.jpeg,"<image>
what is written on the image?",<s> The word 'LACRY' is written in the bottom right corner of the image.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_58/7835b168-63d8-417a-8dfa-51b8435bb886.jpeg,"<image>
what is on the left side of the image?","<s> The left side of the image shows a group of people standing and walking around, with some of them wearing colorful clothing.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_13/1c07faac-80d5-4c01-b423-327cb350eb5f.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game. It shows a character from a third-person perspective, who is standing in front of a large, ornate door. The door is made of stone and has intricate carvings on it. The character is wearing a detailed armor set with a fur-lined cape and is holding a weapon in their right hand. The environment around the door is lush and green, suggesting a forest or jungle setting. There is a user interface overlay on the screen, indicating that this is a gameplay moment. The UI includes a compass at the top of the screen, a health bar in the lower left corner, and various other icons that are likely related to the game's mechanics. The image appears to be a screenshot from a video game. It shows a character from a third-person perspective, who is standing in front of a large, ornate door. The door is made of stone and has intricate carvings on it. The character is wearing a detailed armor set with a fur-lined cape and is holding a weapon in their right hand. The environment around the door is lush and green, suggesting a forest or jungle setting. There is a user interface overlay on the screen, indicating that this is a gameplay moment. The UI includes a compass at the top of the screen, a health bar in the lower left corner, and various other icons that are likely related to the game's mechanics.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_13/1c07faac-80d5-4c01-b423-327cb350eb5f.jpeg,"<image>
gimme a 1 line description of the image",<s>  The image shows a dark and overgrown area with a large door in the distance. The door is made of stone and has a large metal handle in the center. There is a small window above the door. The area is lit by a few torches. There is a large tree to the left of the door.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_13/1c07faac-80d5-4c01-b423-327cb350eb5f.jpeg,"<image>
what is written on the image?",<s> The image has a watermark that reads 'GameClips'.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_13/1c07faac-80d5-4c01-b423-327cb350eb5f.jpeg,"<image>
what is on the left side of the image?","<s> On the left side of the image, there is a large, ornate door with intricate designs and a purple glowing object in front of it.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_15/88a968ed-94b9-49cb-9dad-551e410ff5e0.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game. It features a male character from a third-person perspective. The character is wearing a brown jacket, a backpack, and dark pants. He is standing on a metal staircase with a green railing, looking down into an alleyway. The alleyway is flanked by tall brick buildings with broken windows and overgrown vegetation. The sky is overcast, suggesting a gloomy or post-apocalyptic setting. The graphics are realistic with a muted color palette, contributing to the somber atmosphere of the scene. The image appears to be a screenshot from a video game. It features a male character from a third-person perspective. The character is wearing a brown jacket, a backpack, and dark pants. He is standing on a metal staircase with a green railing, looking down into an alleyway. The alleyway is flanked by tall brick buildings with broken windows and overgrown vegetation. The sky is overcast, suggesting a gloomy or post-apocalyptic setting. The graphics are realistic with a muted color palette, contributing to the somber atmosphere of the scene.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_15/88a968ed-94b9-49cb-9dad-551e410ff5e0.jpeg,"<image>
gimme a 1 line description of the image",<s>  The image shows a man walking up a metal staircase. The staircase is attached to a brick building. The man is wearing a brown jacket and jeans. He is carrying a backpack. The staircase is made of metal and has a greenish color. The brick building is tall and has a lot of windows. The windows are covered in cobwebs. The image is taken from a first-person perspective.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_15/88a968ed-94b9-49cb-9dad-551e410ff5e0.jpeg,"<image>
what is written on the image?",<s> There is no visible text or writing on the image.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_15/88a968ed-94b9-49cb-9dad-551e410ff5e0.jpeg,"<image>
what is on the left side of the image?",<s> A metal staircase with a green railing is on the left side of the image.</s>
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_95/cdbd7d2e-bf27-47c1-957b-f51635dc6413.jpeg,"<image>
describe the image","<s> The image appears to be a screenshot from a video game, depicting a bleak and desolate winter landscape. The scene is viewed from a high vantage point, looking down at a snow-covered ground with sparse vegetation. In the foreground, there is a rusty, broken metal fence, suggesting abandonment or decay. The middle ground shows a frozen river with a few ice floes, and beyond that, a flat, snowy terrain with a few trees and a distant industrial structure, possibly a factory or power plant, emitting a faint plume of smoke. The sky is overcast, contributing to the somber atmosphere of the scene. There is a subtitle overlay at the bottom of the image, indicating dialogue from a character named DAMIR, which reads: ""Hey, hey, hey! I'm talking to you! Don't stop, don't look back, just keep moving forward, I'll be right behind you. So, what's the plan, you're going to take me to the bridge?"". This text suggests a narrative element, where the character is likely giving instructions or advice to someone else in the game. The image appears to be a screenshot from a video game, depicting a bleak and desolate winter landscape. The scene is viewed from a high vantage point, looking down at a snow-covered ground with sparse vegetation. In the foreground, there is a rusty, broken metal fence, suggesting abandonment or decay. The middle ground shows a frozen river with a few ice floes, and beyond that, a flat, snowy terrain with a few trees and a distant industrial structure, possibly a factory or power plant, emitting a faint plume of smoke. The sky is overcast, contributing to the somber atmosphere of the scene. There is a subtitle overlay at the bottom of the image, indicating dialogue from a character named DAMIR, which reads: ""Hey, hey, hey! I'm talking to you! Don't stop, don't look back, just keep moving forward, I'll be right behind you. So, what's the plan, you're going to take me to the bridge?"". This text suggests a narrative element, where the character is likely giving instructions or advice to someone else in the game.</s>"
/content/drive/MyDrive/LLaVA/Checkpoints/checkpoints/gllava-v1.5-13b-20k-lora-xyt,liuhaotian/llava-v1.5-13b,https://gameplay.taesiri.xyz/grouped_dataset/group_95/cdbd7d2e-bf27-47c1-957b-f51635dc6413.jpeg,"<image>
gimme a 1 line description of the image","<s>  The image shows a post-apocalyptic landscape. There is a large body of water in the distance, and a few small islands can be seen in the water. The sky is dark and cloudy, and the ground is covered in snow. There is a wooden fence in the foreground, and a few trees can be seen in the background.</s>"
